evidence_id	claim_id	source_id	stance	value	citation	method	independence_notes	valid_from	valid_to	notes
game:param:ItemLotParam_map:2045410010:getItemFlagId:check-7773231	check:7773231/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045417010,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4656 table=map lot=2045410010 getItemFlagId=2045417010	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045410020:getItemFlagId:check-7773232	check:7773232/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045417020,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4657 table=map lot=2045410020 getItemFlagId=2045417020	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045410030:getItemFlagId:check-7773233	check:7773233/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045417030,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4658 table=map lot=2045410030 getItemFlagId=2045417030	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045410040:getItemFlagId:check-7773234	check:7773234/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045417040,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4659 table=map lot=2045410040 getItemFlagId=2045417040	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045410050:getItemFlagId:check-7773235	check:7773235/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045417050,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4660 table=map lot=2045410050 getItemFlagId=2045417050	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045410700:getItemFlagId:check-7773236	check:7773236/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045417700,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4661 table=map lot=2045410700 getItemFlagId=2045417700	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045410710:getItemFlagId:check-7773237	check:7773237/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045417710,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4662 table=map lot=2045410710 getItemFlagId=2045417710	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045410800:getItemFlagId:check-7773238	check:7773238/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045417800,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4663 table=map lot=2045410800 getItemFlagId=2045417800	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045410900:getItemFlagId:check-7773239	check:7773239/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045417900,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4664 table=map lot=2045410900 getItemFlagId=2045417900	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045420000:getItemFlagId:check-7773241	check:7773241/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045427000,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4666 table=map lot=2045420000 getItemFlagId=2045427000	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045420700:getItemFlagId:check-7774545	check:7774545/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045427700,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4667 table=map lot=2045420700 getItemFlagId=2045427700	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045430000:getItemFlagId:check-7773242	check:7773242/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045437000,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4668 table=map lot=2045430000 getItemFlagId=2045437000	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045430700:getItemFlagId:check-7773243	check:7773243/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045437700,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4669 table=map lot=2045430700 getItemFlagId=2045437700	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045440000:getItemFlagId:check-7773244	check:7773244/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045447000,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4670 table=map lot=2045440000 getItemFlagId=2045447000	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045440010:getItemFlagId:check-7773245	check:7773245/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045447010,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4671 table=map lot=2045440010 getItemFlagId=2045447010	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045440020:getItemFlagId:check-7773246	check:7773246/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045447020,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4672 table=map lot=2045440020 getItemFlagId=2045447020	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045450000:getItemFlagId:check-7773247	check:7773247/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045457000,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4673 table=map lot=2045450000 getItemFlagId=2045457000	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045450010:getItemFlagId:check-7773248	check:7773248/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045457010,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4674 table=map lot=2045450010 getItemFlagId=2045457010	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045450020:getItemFlagId:check-7773249	check:7773249/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045457020,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4675 table=map lot=2045450020 getItemFlagId=2045457020	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045460000:getItemFlagId:check-7773250	check:7773250/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045467000,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4676 table=map lot=2045460000 getItemFlagId=2045467000	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045460020:getItemFlagId:check-7773251	check:7773251/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045467020,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4677 table=map lot=2045460020 getItemFlagId=2045467020	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045460040:getItemFlagId:check-7773252	check:7773252/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045467040,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4678 table=map lot=2045460040 getItemFlagId=2045467040	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045460050:getItemFlagId:check-7773253	check:7773253/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045467050,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4679 table=map lot=2045460050 getItemFlagId=2045467050	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045460060:getItemFlagId:check-7773254	check:7773254/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045467060,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4680 table=map lot=2045460060 getItemFlagId=2045467060	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045460070:getItemFlagId:check-7773255	check:7773255/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045467070,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4681 table=map lot=2045460070 getItemFlagId=2045467070	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045460080:getItemFlagId:check-7773256	check:7773256/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045467080,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4682 table=map lot=2045460080 getItemFlagId=2045467080	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
game:param:ItemLotParam_map:2045460090:getItemFlagId:check-7773257	check:7773257/detection	game:param:ItemLotParam_map:e9a01a4c8a13a82e5104afb15107e3e50bd8962564acc0f762586ee65f76e655	supports	"{""flag"":2045467090,""mechanism"":""ItemLotParam_map.getItemFlagId""}"	greenfield/flag_lots.tsv:4683 table=map lot=2045460090 getItemFlagId=2045467090	tools/build_v060_current_evidence.py:map_lot_detection	Rows from ItemLotParam_map share one game:param family; multiple lot rows are one witness, not corroboration.	1.17		Exact map-lot acquisition flag from the committed param census.
