column	n_params	params
bossPosX	1	GameAreaParam
bossPosY	1	GameAreaParam
bossPosZ	1	GameAreaParam
bothHandEquipable	1	EquipParamWeapon
both_0	1	WepAbsorpPosParam
both_1	1	WepAbsorpPosParam
both_2	1	WepAbsorpPosParam
both_3	1	WepAbsorpPosParam
boundry_inclination_soul	1	CalcCorrectGraph
boundry_value	1	CalcCorrectGraph
bowDistRate	2	EquipParamWeapon,SpEffectParam
breakBulletAttributeDamageType	1	AssetEnvironmentGeometryParam
breakBulletBehaviorId	1	AssetEnvironmentGeometryParam
breakBulletCpId	1	AssetEnvironmentGeometryParam
breakInLimitEventFlagId_1	1	PlayRegionParam
breakInLimitEventFlagId_1_targetFlagState	1	PlayRegionParam
breakInLimitEventFlagId_2	1	PlayRegionParam
breakInLimitEventFlagId_2_targetFlagState	1	PlayRegionParam
breakInLimitEventFlagId_3	1	PlayRegionParam
breakInLimitEventFlagId_3_targetFlagState	1	PlayRegionParam
breakInOnce_A_rebreakInGoodsId	1	GameSystemCommonParam
breakInOnce_A_rebreakInGoodsNum	1	GameSystemCommonParam
breakInRequestAreaCount	1	NetworkParam
breakInRequestIntervalTimeSec	1	NetworkParam
breakInRequestTimeOutSec	1	NetworkParam
breakIn_A_rebreakInGoodsId	1	GameSystemCommonParam
breakIn_A_rebreakInGoodsNum	1	GameSystemCommonParam
breakIn_B_rebreakInGoodsId	1	GameSystemCommonParam
breakIn_B_rebreakInGoodsNum	1	GameSystemCommonParam
breakItemLotParamId	1	AssetEnvironmentGeometryParam
breakItemLotType	1	AssetEnvironmentGeometryParam
breakLandingSfxId	1	AssetEnvironmentGeometryParam
breakSfxCpId	1	AssetEnvironmentGeometryParam
breakSfxId	1	AssetEnvironmentGeometryParam
breakStopTime	1	AssetEnvironmentGeometryParam
buddyDisappearDelaySec	1	GameSystemCommonParam
buddyId	1	BuddyStoneParam
buddyPassThroughTriggerTime	1	GameSystemCommonParam
buddyWarp_ThresholdRangePathStacked	1	GameSystemCommonParam
buddyWarp_ThresholdTimePathStacked	1	GameSystemCommonParam
buddyWarp_TriggerDistToPlayer	1	GameSystemCommonParam
buddyWarp_TriggerTimeRayBlocked	1	GameSystemCommonParam
bulletAngRange	1	LockCamParam
bulletMaxRadius	1	LockCamParam
bulletMaxRadius_forD	1	LockCamParam
bulletMaxRadius_forPD	1	LockCamParam
bulletSfxDeleteType_byForceErase	1	Bullet
bulletSfxDeleteType_byHit	1	Bullet
bulletSfxDeleteType_byLifeDead	1	Bullet
burnBraekRate	1	AssetEnvironmentGeometryParam
burnBulletBehaviorId	1	AssetEnvironmentGeometryParam
burnBulletBehaviorId_1	1	AssetEnvironmentGeometryParam
burnBulletBehaviorId_2	1	AssetEnvironmentGeometryParam
burnBulletBehaviorId_3	1	AssetEnvironmentGeometryParam
burnBulletDelayTime	1	AssetEnvironmentGeometryParam
burnBulletInterval	1	AssetEnvironmentGeometryParam
burnSfxDelayTimeMax	1	AssetEnvironmentGeometryParam
burnSfxDelayTimeMax_1	1	AssetEnvironmentGeometryParam
burnSfxDelayTimeMax_2	1	AssetEnvironmentGeometryParam
burnSfxDelayTimeMax_3	1	AssetEnvironmentGeometryParam
burnSfxDelayTimeMin	1	AssetEnvironmentGeometryParam
burnSfxDelayTimeMin_1	1	AssetEnvironmentGeometryParam
burnSfxDelayTimeMin_2	1	AssetEnvironmentGeometryParam
burnSfxDelayTimeMin_3	1	AssetEnvironmentGeometryParam
burnSfxId	1	AssetEnvironmentGeometryParam
burnSfxId_1	1	AssetEnvironmentGeometryParam
burnSfxId_2	1	AssetEnvironmentGeometryParam
burnSfxId_3	1	AssetEnvironmentGeometryParam
burnSfxType	1	NpcParam
burnTime	1	AssetEnvironmentGeometryParam
burn_scar	2	FaceParam,FaceRangeParam
callHelp_ActionAnimId	1	NpcThinkParam
callHelp_CallActionId	1	NpcThinkParam
callHelp_CallPeerId	1	NpcThinkParam
callHelp_CallValidMinDistTarget	1	NpcThinkParam
callHelp_CallValidRange	1	NpcThinkParam
callHelp_ForgetTimeByArrival	1	NpcThinkParam
callHelp_MaxWaitTime	1	NpcThinkParam
callHelp_MinWaitTime	1	NpcThinkParam
callHelp_MyPeerId	1	NpcThinkParam
callHelp_ReplyBehaviorType	1	NpcThinkParam
camAtPosX	1	MenuOffscrRendParam
camAtPosY	1	MenuOffscrRendParam
camAtPosZ	1	MenuOffscrRendParam
camDist	1	MenuOffscrRendParam
camDistMax	1	MenuOffscrRendParam
camDistMin	1	MenuOffscrRendParam
camDistTarget	1	LockCamParam
camFov	1	MenuOffscrRendParam
camFovY	1	LockCamParam
camNearBehaviorType	1	AssetEnvironmentGeometryParam
camRotX	1	MenuOffscrRendParam
camRotXMax	1	MenuOffscrRendParam
camRotXMin	1	MenuOffscrRendParam
camRotY	1	MenuOffscrRendParam
cameraDitherFadeId	1	ChrModelParam
camouflageBeginDist	1	SpEffectVfxParam
camouflageEndDist	1	SpEffectVfxParam
camouflageMinAlpha	1	SpEffectVfxParam
canExecByFriendlyGhost	2	ItemLotParam_enemy,ItemLotParam_map
canExecByHostileGhost	2	ItemLotParam_enemy,ItemLotParam_map
canMixMapName	1	FeTextEffectParam
canMountWep_AxeLarge	1	EquipParamGem
canMountWep_AxeNormal	1	EquipParamGem
canMountWep_AxhammerLarge	1	EquipParamGem
canMountWep_Ballista	1	EquipParamGem
canMountWep_BeastClaw	1	EquipParamGem
canMountWep_BowLarge	1	EquipParamGem
canMountWep_BowNormal	1	EquipParamGem
canMountWep_BowSmall	1	EquipParamGem
canMountWep_Claw	1	EquipParamGem
canMountWep_ClossBow	1	EquipParamGem
canMountWep_Dagger	1	EquipParamGem
canMountWep_Flail	1	EquipParamGem
canMountWep_GreatKatana	1	EquipParamGem
canMountWep_HammerLarge	1	EquipParamGem
canMountWep_HammerNormal	1	EquipParamGem
canMountWep_HandToHand	1	EquipParamGem
canMountWep_Knuckle	1	EquipParamGem
canMountWep_LightGreatsword	1	EquipParamGem
canMountWep_PerfumeBottle	1	EquipParamGem
canMountWep_RapierHeavy	1	EquipParamGem
canMountWep_ReverseHandSword	1	EquipParamGem
canMountWep_SaberLarge	1	EquipParamGem
canMountWep_SaberNormal	1	EquipParamGem
canMountWep_ShieldLarge	1	EquipParamGem
canMountWep_ShieldNormal	1	EquipParamGem
canMountWep_ShieldSmall	1	EquipParamGem
canMountWep_Sickle	1	EquipParamGem
canMountWep_Sorcery	1	EquipParamGem
canMountWep_SpearAxe	1	EquipParamGem
canMountWep_SpearHeavy	1	EquipParamGem
canMountWep_SpearLarge	1	EquipParamGem
canMountWep_SpearNormal	1	EquipParamGem
canMountWep_Staff	1	EquipParamGem
canMountWep_SwordDoubleEdge	1	EquipParamGem
canMountWep_SwordGigantic	1	EquipParamGem
canMountWep_SwordLarge	1	EquipParamGem
canMountWep_SwordNormal	1	EquipParamGem
canMountWep_SwordPierce	1	EquipParamGem
canMountWep_Talisman	1	EquipParamGem
canMountWep_ThrowingWeapon	1	EquipParamGem
canMountWep_ThrustingShield	1	EquipParamGem
canMountWep_Torch	1	EquipParamGem
canMountWep_Whip	1	EquipParamGem
canMountWep_katana	1	EquipParamGem
canMultiUse	1	EquipParamGoods
cannotUseRiding	1	GestureParam
captionId	2	CharMakeMenuListItemParam,CharMakeMenuTopParam
caravanRole	1	NpcThinkParam
caricatureGeometry	2	FaceParam,FaceRangeParam
caricatureTexture	2	FaceParam,FaceRangeParam
castResonanceMagic	1	Magic
castSfxId	2	EquipParamGoods,Magic
castShadow	3	GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2
category	3	ActionButtonParam,BehaviorParam,BehaviorParam_PC
categoryPriority	1	SpEffectParam
cellGroupBottomRange_0	1	NetworkParam
cellGroupBottomRange_1	1	NetworkParam
cellGroupBottomRange_2	1	NetworkParam
cellGroupHorizontalRange_0	1	NetworkParam
cellGroupHorizontalRange_1	1	NetworkParam
cellGroupHorizontalRange_2	1	NetworkParam
cellGroupHorizontalRange_3	1	NetworkParam
cellGroupTopRange_0	1	NetworkParam
cellGroupTopRange_1	1	NetworkParam
cellGroupTopRange_2	1	NetworkParam
cellGroupTopRange_3	1	NetworkParam
cellOffsetX	1	NetworkAreaParam
cellOffsetY	1	NetworkAreaParam
cellOffsetZ	1	NetworkAreaParam
cellSizeX	1	NetworkAreaParam
cellSizeY	1	NetworkAreaParam
cellSizeZ	1	NetworkAreaParam
changeAgilityPoint	1	SpEffectParam
changeBloodResistPoint	1	SpEffectParam
changeCurseResistPoint	1	SpEffectParam
changeDiseaseResistPoint	1	SpEffectParam
changeFaithPoint	1	SpEffectParam
changeFreezeResistPoint	1	SpEffectParam
changeHpEstusFlaskCorrectRate	1	SpEffectParam
changeHpEstusFlaskPoint	1	SpEffectParam
changeHpEstusFlaskRate	1	SpEffectParam
changeHpPoint	1	SpEffectParam
changeHpRate	1	SpEffectParam
changeLuckPoint	1	SpEffectParam
changeMadnessResistPoint	1	SpEffectParam
changeMagicPoint	1	SpEffectParam
changeMagicSlot	1	SpEffectParam
changeMiracleSlot	1	SpEffectParam
changeMpEstusFlaskCorrectRate	1	SpEffectParam
changeMpEstusFlaskPoint	1	SpEffectParam
changeMpEstusFlaskRate	1	SpEffectParam
changeMpPoint	1	SpEffectParam
changeMpRate	1	SpEffectParam
changePoisonResistPoint	1	SpEffectParam
changeSaPoint	1	SpEffectParam
changeSaRecoveryVelocity	1	SpEffectParam
changeSleepResistPoint	1	SpEffectParam
changeStaminaPoint	1	SpEffectParam
changeStaminaRate	1	SpEffectParam
changeStateAction_ToNormal	1	NpcThinkParam
changeStrengthPoint	1	SpEffectParam
changeSuperArmorPoint	1	SpEffectParam
changeTeamType	1	SpEffectParam
charaWetDecalFadeRange	1	GraphicsCommonParam
cheapFilterMode	3	Gconfig_MotionBlurQuality,Gconfig_MotionBlurQuality_ps4,Gconfig_MotionBlurQuality_xboxone
chrActivateConditionParamId	1	NpcParam
chrActivateDist_forLeavePC	1	GameSystemCommonParam
chrAimCam_rideOffsetHeight	1	PlayerCommonParam
chrAnimId	1	ObjActParam
chrBodyScaleAbdomen	2	FaceParam,FaceRangeParam
chrBodyScaleArm	1	FaceRangeParam
chrBodyScaleBreast	2	FaceParam,FaceRangeParam
chrBodyScaleHead	2	FaceParam,FaceRangeParam
chrBodyScaleLArm	1	FaceParam
chrBodyScaleLLeg	1	FaceParam
chrBodyScaleLeg	1	FaceRangeParam
chrBodyScaleRArm	1	FaceParam
chrBodyScaleRLeg	1	FaceParam
chrDeadTutorialFlagId	1	NpcParam
chrEventTrun_180TurnStartAngle	1	GameSystemCommonParam
chrEventTrun_90TurnStartAngle	1	GameSystemCommonParam
chrEventTrun_byLeft180	1	GameSystemCommonParam
chrEventTrun_byLeft90	1	GameSystemCommonParam
chrEventTrun_byRight180	1	GameSystemCommonParam
chrEventTrun_byRight90	1	GameSystemCommonParam
chrHitGroupAndNavimesh	1	NpcParam
chrHitHeight	1	NpcParam
chrHitRadius	1	NpcParam
chrId	1	RuntimeBoneControlParam
chrInitParam	1	BaseChrSelectMenuParam
chrLockRangeMaxRadius	1	LockCamParam
chrLockRangeMaxRadius_forD	1	LockCamParam
chrLockRangeMaxRadius_forPD	1	LockCamParam
chrNavimeshFlag_Alive	1	NpcParam
chrNavimeshFlag_Dead	1	NpcParam
chrOrgOffset_Y	1	LockCamParam
chrProxyHeightRate	1	SpEffectParam
chrSorbType	1	ObjActParam
chrTransChaseRateForNormal	1	LockCamParam
chrWetDisableEnemy	1	LoadBalancerParam
chrWetDisablePlayer	1	LoadBalancerParam
chrWetDisableRemotePlayer	1	LoadBalancerParam
clearCountCorrectBaseSpEffectId	1	PlayerCommonParam
clearSoul	1	SpEffectParam
clearTarget	1	SpEffectParam
clearedEventFlagId	2	BonfireWarpParam,WorldMapPointParam
client1SpEffectId	1	MultiPlayCorrectionParam
client2SpEffectId	1	MultiPlayCorrectionParam
client3SpEffectId	1	MultiPlayCorrectionParam
closeAngRange	1	LockCamParam
closeMaxHeight	1	LockCamParam
closeMaxRadius	1	LockCamParam
closeMaxRadius_forD	1	LockCamParam
closeMaxRadius_forPD	1	LockCamParam
closeMinHeight	1	LockCamParam
clothOffLodLevel	1	NpcParam
clothUpdateDist	1	AssetEnvironmentGeometryParam
clothUpdateOffset	1	NpcParam
collisionType	1	AssetEnvironmentGeometryParam
colorShade1_b	3	GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2
colorShade1_g	3	GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2
colorShade1_r	3	GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2
colorShade2_b	3	GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2
colorShade2_g	3	GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2
colorShade2_r	3	GrassTypeParam,GrassTypeParam_Lv1,GrassTypeParam_Lv2
commandType	1	CharMakeMenuTopParam
compTrophySedId	3	EquipParamAccessory,EquipParamGem,EquipParamGoods
compareType	1	MenuValueTableParam
compassBonfireDispDistance	1	MenuCommonParam
compassEnemyHostInnerDistance	1	MenuCommonParam
compassFriendGuestInnerDistance	1	MenuCommonParam
compassFriendHostInnerDistance	1	MenuCommonParam
compassMemoDispDistance	1	MenuCommonParam
conditionHp	1	SpEffectParam
conditionHpRate	1	SpEffectParam
configurableWepAttr00	1	EquipParamGem
configurableWepAttr01	1	EquipParamGem
configurableWepAttr02	1	EquipParamGem
configurableWepAttr03	1	EquipParamGem
configurableWepAttr04	1	EquipParamGem
configurableWepAttr05	1	EquipParamGem
configurableWepAttr06	1	EquipParamGem
configurableWepAttr07	1	EquipParamGem
configurableWepAttr08	1	EquipParamGem
configurableWepAttr09	1	EquipParamGem
configurableWepAttr10	1	EquipParamGem
configurableWepAttr11	1	EquipParamGem
configurableWepAttr12	1	EquipParamGem
configurableWepAttr13	1	EquipParamGem
configurableWepAttr14	1	EquipParamGem
configurableWepAttr15	1	EquipParamGem
configurableWepAttr16	1	EquipParamGem
configurableWepAttr17	1	EquipParamGem
configurableWepAttr18	1	EquipParamGem
configurableWepAttr19	1	EquipParamGem
configurableWepAttr20	1	EquipParamGem
configurableWepAttr21	1	EquipParamGem
configurableWepAttr22	1	EquipParamGem
configurableWepAttr23	1	EquipParamGem
consumeDurability	2	BehaviorParam,BehaviorParam_PC
consumeHP	1	EquipParamGoods
consumeHeroPoint	1	EquipParamGoods
consumeLoopMP_forMenu	1	Magic
consumeMP	1	EquipParamGoods
consumeSA	3	BehaviorParam,BehaviorParam_PC,Magic
consumeStaminaRate	1	SpEffectParam
consumeType1	1	Magic
consumeType10	1	Magic
consumeType2	1	Magic
consumeType3	1	Magic
consumeType4	1	Magic
consumeType5	1	Magic
consumeType6	1	Magic
consumeType7	1	Magic
consumeType8	1	Magic
consumeType9	1	Magic
contactSeId	1	AssetEnvironmentGeometryParam
contractLifeRate	1	SpEffectParam
coopRing_RedHunter	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
coopSign_Berserker	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
coopSign_None	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
coopSign_Sinners	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
coopSign_Umbasa	2	HPEstusFlaskRecoveryParam,MPEstusFlaskRecoveryParam
corectSARecover	1	EquipParamProtector
correctAgility	1	EquipParamWeapon
correctAgilityRate	1	ReinforceParamWeapon
correctFaith	1	EquipParamWeapon
correctFaithRate	1	ReinforceParamWeapon
correctLuck	1	EquipParamWeapon
correctLuckRate	1	ReinforceParamWeapon
correctMagic	1	EquipParamWeapon
correctMagicRate	1	ReinforceParamWeapon
correctStrength	1	EquipParamWeapon
correctStrengthRate	1	ReinforceParamWeapon
correctType_Blood	1	EquipParamWeapon
correctType_Dark	1	EquipParamWeapon
correctType_Fire	1	EquipParamWeapon
correctType_Madness	1	EquipParamWeapon
correctType_Magic	1	EquipParamWeapon
correctType_Physics	1	EquipParamWeapon
correctType_Poison	1	EquipParamWeapon
correctType_Sleep	1	EquipParamWeapon
correctType_Thunder	1	EquipParamWeapon
correctionRate	1	ToughnessParam
corrosionIgnore	1	SpEffectParam
costType	2	ShopLineupParam,ShopLineupParam_Recipe
createLimitGroupId	2	Bullet,Magic
cs_reprojEnabledType	3	Gconfig_SSAOQuality,Gconfig_SSAOQuality_ps4,Gconfig_SSAOQuality_xboxone
cs_upScaleEnabledType	6	Gconfig_EffectQuality,Gconfig_EffectQuality_ps4,Gconfig_EffectQuality_xboxone,Gconfig_SSAOQuality,Gconfig_SSAOQuality_ps4,Gconfig_SSAOQuality_xboxone
cs_useNormalEnabledType	3	Gconfig_SSAOQuality,Gconfig_SSAOQuality_ps4,Gconfig_SSAOQuality_xboxone
ctrlType	1	RuntimeBoneControlParam
cultNpcWhiteGhostEntityId_byFree	1	PlayRegionParam
cumulateLotPoint01	2	ItemLotParam_enemy,ItemLotParam_map
cumulateLotPoint02	2	ItemLotParam_enemy,ItemLotParam_map
cumulateLotPoint03	2	ItemLotParam_enemy,ItemLotParam_map
cumulateLotPoint04	2	ItemLotParam_enemy,ItemLotParam_map
cumulateLotPoint05	2	ItemLotParam_enemy,ItemLotParam_map
cumulateLotPoint06	2	ItemLotParam_enemy,ItemLotParam_map
cumulateLotPoint07	2	ItemLotParam_enemy,ItemLotParam_map
cumulateLotPoint08	2	ItemLotParam_enemy,ItemLotParam_map
cumulateNumFlagId	2	ItemLotParam_enemy,ItemLotParam_map
cumulateNumMax	2	ItemLotParam_enemy,ItemLotParam_map
cumulateReset01	2	ItemLotParam_enemy,ItemLotParam_map
cumulateReset02	2	ItemLotParam_enemy,ItemLotParam_map
cumulateReset03	2	ItemLotParam_enemy,ItemLotParam_map
cumulateReset04	2	ItemLotParam_enemy,ItemLotParam_map
cumulateReset05	2	ItemLotParam_enemy,ItemLotParam_map
cumulateReset06	2	ItemLotParam_enemy,ItemLotParam_map
cumulateReset07	2	ItemLotParam_enemy,ItemLotParam_map
cumulateReset08	2	ItemLotParam_enemy,ItemLotParam_map
curseAttackPower	1	SpEffectParam
curseDefDamageRate	1	SpEffectParam
curseGuardResist	2	EquipParamWeapon,NpcParam
curseGuardResistRate	1	ReinforceParamWeapon
curseGuardResist_MaxCorrect	1	EquipParamWeapon
cutsceneKeyGuideAliveTime	1	MenuCommonParam
cycleOccurrenceSpEffectId	1	SpEffectParam
damageDamp	1	Bullet
damage_BlowM_ContTime	1	KnockBackParam
damage_BlowM_DecTime	1	KnockBackParam
damage_BlowS_ContTime	1	KnockBackParam
damage_BlowS_DecTime	1	KnockBackParam
damage_Breath_ContTime	1	KnockBackParam
damage_Breath_DecTime	1	KnockBackParam
damage_HeadShot_ContTime	1	KnockBackParam
damage_HeadShot_DecTime	1	KnockBackParam
damage_L_ContTime	1	KnockBackParam
damage_L_DecTime	1	KnockBackParam
damage_M_ContTime	1	KnockBackParam
damage_M_DecTime	1	KnockBackParam
damage_Min_ContTime	1	KnockBackParam
damage_Min_DecTime	1	KnockBackParam
damage_Push_ContTime	1	KnockBackParam
damage_Push_DecTime	1	KnockBackParam
damage_S_ContTime	1	KnockBackParam
damage_S_DecTime	1	KnockBackParam
damage_Strike_ContTime	1	KnockBackParam
damage_Strike_DecTime	1	KnockBackParam
damage_Uppercut_ContTime	1	KnockBackParam
damage_Uppercut_DecTime	1	KnockBackParam
darkAtkRate	1	ReinforceParamWeapon
darkAttackPower	1	SpEffectParam
darkAttackPowerRate	1	SpEffectParam
darkAttackRate	1	SpEffectParam
darkDamageCutRate	3	EquipParamProtector,NpcParam,SpEffectParam
darkDamageDamp	1	Bullet
darkDefRate	1	ReinforceParamProtector
darkDiffence	1	SpEffectParam
darkDiffenceRate	1	SpEffectParam
darkGuardCutRate	3	EquipParamWeapon,NpcParam,ReinforceParamWeapon
darkGuardCutRate_MaxCorrect	1	EquipParamWeapon
darkPhantomLimitBoostScale	1	NetworkParam
darkPhantomLimitBoostTime	1	NetworkParam
darkRate	1	FinalDamageRateParam
dashB	1	MoveParam
dashEscapeB	1	MoveParam
dashEscapeF	1	MoveParam
dashEscapeL	1	MoveParam
dashEscapeR	1	MoveParam
dashF	1	MoveParam
dashL	1	MoveParam
dashR	1	MoveParam
dbgBehaviorL1	1	NpcParam
dbgBehaviorL2	1	NpcParam
dbgBehaviorLD	1	NpcParam
dbgBehaviorLL	1	NpcParam
dbgBehaviorLR	1	NpcParam
dbgBehaviorLU	1	NpcParam
dbgBehaviorR1	1	NpcParam
dbgBehaviorR2	1	NpcParam
dbgBehaviorRD	1	NpcParam
dbgBehaviorRL	1	NpcParam
dbgBehaviorRR	1	NpcParam
dbgBehaviorRU	1	NpcParam
deactivateDist	1	NpcParam
deactiveMoveDist	1	NpcParam
deactiveMoveSpeed	1	NpcParam
deadingGhostStartPosThreshold	1	NetworkParam
debug_HeightCheckCapacityMax	1	AssetEnvironmentGeometryParam
debug_HeightCheckCapacityMin	1	AssetEnvironmentGeometryParam
debug_isHeightCheckEnable	1	AssetEnvironmentGeometryParam
decalBaseId1	2	AtkParam_Npc,AtkParam_Pc
decalBaseId2	2	AtkParam_Npc,AtkParam_Pc
decalId1	3	AtkParam_Npc,AtkParam_Pc,SpEffectVfxParam
decalId2	3	AtkParam_Npc,AtkParam_Pc,SpEffectVfxParam
decalPosOffsetX	1	MenuCommonParam
decalPosOffsetY	1	MenuCommonParam
decal_angle	2	FaceParam,FaceRangeParam
decal_color_B	2	FaceParam,FaceRangeParam
decal_color_G	2	FaceParam,FaceRangeParam
decal_color_R	2	FaceParam,FaceRangeParam
decal_gloss	2	FaceParam,FaceRangeParam
decal_mirror	2	FaceParam,FaceRangeParam
decal_partsId	2	FaceParam,FaceRangeParam
decal_posX	2	FaceParam,FaceRangeParam
decal_posY	2	FaceParam,FaceRangeParam
decal_scale	2	FaceParam,FaceRangeParam
defAdjustDmyId	1	RideParam
defAnimId	1	ThrowParam
defCheckDmyId	1	RideParam
defChrAnimId	1	RideParam
defChrId	1	RideParam
defEnemyDmgCorrectRate_Dark	1	SpEffectParam
defEnemyDmgCorrectRate_Fire	1	SpEffectParam
defEnemyDmgCorrectRate_Magic	1	SpEffectParam
defEnemyDmgCorrectRate_Physics	1	SpEffectParam
defEnemyDmgCorrectRate_Thunder	1	SpEffectParam
defFlickPower	3	EquipParamProtector,NpcParam,SpEffectParam
defMaterialVariationValue	1	EquipParamWeapon
defObjDmgCorrectRate	1	SpEffectParam
defObjectAttackPowerRate	1	SpEffectParam
defPlayerDmgCorrectRate_Dark	1	SpEffectParam
defPlayerDmgCorrectRate_Fire	1	SpEffectParam
defPlayerDmgCorrectRate_Magic	1	SpEffectParam
defPlayerDmgCorrectRate_Physics	1	SpEffectParam
defPlayerDmgCorrectRate_Thunder	1	SpEffectParam
defSeMaterial1	3	AtkParam_Npc,AtkParam_Pc,EquipParamWeapon
defSeMaterial2	3	AtkParam_Npc,AtkParam_Pc,EquipParamWeapon
defSfxMaterial1	3	AtkParam_Npc,AtkParam_Pc,EquipParamWeapon
defSfxMaterial2	3	AtkParam_Npc,AtkParam_Pc,EquipParamWeapon
defSfxMaterialVariationValue	2	AtkParam_Npc,AtkParam_Pc
defSorbDmyId	1	ThrowParam
def_blow	1	NpcParam
def_dark	1	NpcParam
def_fire	1	NpcParam
def_mag	1	NpcParam
def_phys	1	NpcParam
def_slash	1	NpcParam
def_thrust	1	NpcParam
def_thunder	1	NpcParam
defaultLodParamId	1	NpcParam
defaultWepAttr	1	EquipParamGem
defeatBossFlagId	1	GameAreaParam
defeatBossFlagId_forSignAimList	1	GameAreaParam
defeatMultiModeBossOfSoulCorrectRate_byHost	1	GameSystemCommonParam
defeatMultiModeBossOfSoulCorrectRate_byTeamGhost	1	GameSystemCommonParam
defeatMultiModeEnemyOfSoulCorrectRate_byHost	1	GameSystemCommonParam
defeatMultiModeEnemyOfSoulCorrectRate_byTeamGhost	1	GameSystemCommonParam
defense	1	AssetEnvironmentGeometryParam
defenseBaseParry	1	EquipParamWeapon
defenseBlow	1	EquipParamProtector
defenseDark	1	EquipParamProtector
defenseFire	1	EquipParamProtector
defenseMagic	1	EquipParamProtector
defenseMaterial1	1	EquipParamProtector
defenseMaterialSfx1	1	EquipParamProtector
defenseMaterialSfx2	1	EquipParamProtector
defenseMaterialSfx_Weak1	1	EquipParamProtector
defenseMaterialSfx_Weak2	1	EquipParamProtector
defenseMaterialVariationValue	1	EquipParamProtector
defenseMaterialVariationValue_Weak	1	EquipParamProtector
defenseMaterial_Weak1	1	EquipParamProtector
defenseMaterial_Weak2	1	EquipParamProtector
defensePhysics	1	EquipParamProtector
defenseSlash	1	EquipParamProtector
defenseThrust	1	EquipParamProtector
defenseThunder	1	EquipParamProtector
delayAppearFrame	1	DecalParam
deleteCriteriaDamage	1	SpEffectParam
