flag,map,region,method
1044367010,m60_44_36_00,Overworld m60_44_36_00,treasure
1044367020,m60_44_36_00,Overworld m60_44_36_00,treasure
1044367030,m60_44_36_00,Overworld m60_44_36_00,treasure
1044367040,m60_44_36_00,Overworld m60_44_36_00,treasure
1044367100,m60_44_36_00,Overworld m60_44_36_00,treasure
1044367300,m60_44_36_00,Overworld m60_44_36_00,treasure
1044367310,m60_44_36_00,Overworld m60_44_36_00,treasure
1044367320,m60_44_36_00,Overworld m60_44_36_00,treasure
1044367330,m60_44_36_00,Overworld m60_44_36_00,treasure
1044367340,m60_44_36_00,Overworld m60_44_36_00,treasure
1044377010,m60_44_37_00,Overworld m60_44_37_00,treasure
1044377020,m60_44_37_00,Overworld m60_44_37_00,treasure
1044377200,m60_44_37_00,Overworld m60_44_37_00,treasure
1044387010,m60_44_38_00,Overworld m60_44_38_00,treasure
1044387040,m60_44_38_00,Overworld m60_44_38_00,treasure
1044387100,m60_44_38_00,Overworld m60_44_38_00,treasure
1044397010,m60_44_39_00,Overworld m60_44_39_00,treasure
1044527000,m60_44_52_00,Overworld m60_44_52_00,treasure
1044527010,m60_44_52_00,Overworld m60_44_52_00,treasure
1044527020,m60_44_52_00,Overworld m60_44_52_00,treasure
1044537010,m60_44_53_00,Overworld m60_44_53_00,treasure
1044537300,m60_44_53_00,Overworld m60_44_53_00,emevd
1045337000,m60_45_33_00,Overworld m60_45_33_00,treasure
1045527000,m60_11_13_02,Overworld m60_11_13_02,treasure
1045527010,m60_45_52_00,Overworld m60_45_52_00,treasure
1045527020,m60_45_52_00,Overworld m60_45_52_00,treasure
1045527030,m60_45_52_00,Overworld m60_45_52_00,treasure
1046367000,m60_46_36_00,Overworld m60_46_36_00,treasure
1046367010,m60_46_36_00,Overworld m60_46_36_00,treasure
1046367030,m60_46_36_00,Overworld m60_46_36_00,treasure
1046367100,m60_46_36_00,Overworld m60_46_36_00,treasure
1046367500,m60_46_36_00,Overworld m60_46_36_00,treasure
1046367700,m60_46_36_00,Overworld m60_46_36_00,emevd
1046377000,m60_46_37_00,Overworld m60_46_37_00,treasure
1046387010,m60_46_38_00,Overworld m60_46_38_00,treasure
1046387100,m60_46_38_00,Overworld m60_46_38_00,treasure
1046397000,m60_46_39_00,Overworld m60_46_39_00,treasure
1046397010,m60_46_39_00,Overworld m60_46_39_00,treasure
1046397020,m60_46_39_00,Overworld m60_46_39_00,treasure
1046407000,m60_46_40_00,Overworld m60_46_40_00,treasure
1046407010,m60_46_40_00,Overworld m60_46_40_00,treasure
1046407020,m60_46_40_00,Overworld m60_46_40_00,treasure
1046407040,m60_46_40_00,Overworld m60_46_40_00,treasure
1046407060,m60_46_40_00,Overworld m60_46_40_00,treasure
1046407700,m60_46_40_00,Overworld m60_46_40_00,emevd
1046577300,m60_46_57_00,Overworld m60_46_57_00,treasure
1046577800,m60_46_57_00,Overworld m60_46_57_00,treasure
1047377000,m60_47_37_00,Overworld m60_47_37_00,treasure
1047377010,m60_47_37_00,Overworld m60_47_37_00,treasure
1047377020,m60_47_37_00,Overworld m60_47_37_00,treasure
1047377030,m60_47_37_00,Overworld m60_47_37_00,treasure
1047377040,m60_47_37_00,Overworld m60_47_37_00,treasure
1047377050,m60_47_37_00,Overworld m60_47_37_00,treasure
1047377100,m60_47_37_00,Overworld m60_47_37_00,emevd
1047387010,m60_47_38_00,Overworld m60_47_38_00,treasure
1047387030,m60_47_38_00,Overworld m60_47_38_00,treasure
1047387040,m60_47_38_00,Overworld m60_47_38_00,treasure
1047387070,m60_47_38_00,Overworld m60_47_38_00,treasure
1047387080,m60_47_38_00,Overworld m60_47_38_00,treasure
1047387100,m60_47_38_00,Overworld m60_47_38_00,treasure
1047387110,m60_47_38_00,Overworld m60_47_38_00,treasure
1047387120,m60_47_38_00,Overworld m60_47_38_00,treasure
1047387130,m60_47_38_00,Overworld m60_47_38_00,treasure
1047387700,m60_47_38_00,Overworld m60_47_38_00,emevd
1047387900,m60_47_38_00,Overworld m60_47_38_00,treasure
1047387910,m60_47_38_00,Overworld m60_47_38_00,treasure
1047387920,m60_47_38_00,Overworld m60_47_38_00,treasure
1047397000,m60_47_39_00,Overworld m60_47_39_00,emevd
1047407900,m60_47_40_00,Overworld m60_47_40_00,emevd
1047517000,m60_47_51_00,Overworld m60_47_51_00,treasure
1047517010,m60_47_51_00,Overworld m60_47_51_00,treasure
1047517300,m60_47_51_00,Overworld m60_47_51_00,treasure
1047557000,m60_47_55_00,Overworld m60_47_55_00,treasure
1047557010,m60_47_55_00,Overworld m60_47_55_00,treasure
1047557020,m60_47_55_00,Overworld m60_47_55_00,treasure
1047557030,m60_47_55_00,Overworld m60_47_55_00,treasure
1047557900,m60_47_55_00,Overworld m60_47_55_00,treasure
1047567300,m60_47_56_00,Overworld m60_47_56_00,treasure
1047567310,m60_47_56_00,Overworld m60_47_56_00,treasure
1047567330,m60_47_56_00,Overworld m60_47_56_00,treasure
1047567700,m60_47_56_00,Overworld m60_47_56_00,emevd
1047577300,m60_47_57_00,Overworld m60_47_57_00,treasure
1047577310,m60_47_57_00,Overworld m60_47_57_00,treasure
1047587000,m60_47_58_00,Overworld m60_47_58_00,treasure
1047587800,m60_47_58_00,Overworld m60_47_58_00,treasure
1048377000,m60_48_37_00,Overworld m60_48_37_00,treasure
1048377020,m60_48_37_00,Overworld m60_48_37_00,treasure
1048377030,m60_48_37_00,Overworld m60_48_37_00,treasure
1048387000,m60_48_38_00,Overworld m60_48_38_00,treasure
1048387010,m60_48_38_00,Overworld m60_48_38_00,treasure
1048387020,m60_48_38_00,Overworld m60_48_38_00,treasure
1048387030,m60_48_38_00,Overworld m60_48_38_00,treasure
1048387500,m60_48_38_00,Overworld m60_48_38_00,emevd
1048397000,m60_48_39_00,Overworld m60_48_39_00,treasure
1048397010,m60_48_39_00,Overworld m60_48_39_00,treasure
1048397040,m60_48_39_00,Overworld m60_48_39_00,treasure
1048397050,m60_48_39_00,Overworld m60_48_39_00,treasure
1048397900,m60_48_39_00,Overworld m60_48_39_00,treasure
1048417800,m60_48_41_00,Overworld m60_48_41_00,emevd
1048517000,m60_48_51_00,Overworld m60_48_51_00,treasure
1048517700,m60_48_51_00,Overworld m60_48_51_00,emevd
1048547800,m60_48_54_00,Overworld m60_48_54_00,treasure
1048547810,m60_48_54_00,Overworld m60_48_54_00,treasure
1048547820,m60_48_54_00,Overworld m60_48_54_00,treasure
1048547830,m60_48_54_00,Overworld m60_48_54_00,treasure
1048547840,m60_48_54_00,Overworld m60_48_54_00,treasure
1048557300,m60_48_55_00,Overworld m60_48_55_00,treasure
1048557600,m60_48_55_00,Overworld m60_48_55_00,treasure
1048557900,m60_12_13_02,Overworld m60_12_13_02,treasure
1048567300,m60_48_56_00,Overworld m60_48_56_00,treasure
1048577000,m60_48_57_00,Overworld m60_48_57_00,treasure
1048577010,m60_48_57_00,Overworld m60_48_57_00,treasure
1048577020,m60_48_57_00,Overworld m60_48_57_00,treasure
1048577030,m60_48_57_00,Overworld m60_48_57_00,treasure
1048577040,m60_48_57_00,Overworld m60_48_57_00,treasure
1048577050,m60_48_57_00,Overworld m60_48_57_00,treasure
1048577060,m60_48_57_00,Overworld m60_48_57_00,treasure
1048577070,m60_48_57_00,Overworld m60_48_57_00,treasure
1048577080,m60_48_57_00,Overworld m60_48_57_00,treasure
1048577090,m60_48_57_00,Overworld m60_48_57_00,treasure
1048577300,m60_48_57_00,Overworld m60_48_57_00,treasure
1048577310,m60_48_57_00,Overworld m60_48_57_00,treasure
1048577800,m60_48_57_00,Overworld m60_48_57_00,treasure
1048577810,m60_48_57_00,Overworld m60_48_57_00,treasure
1048587300,m60_48_58_00,Overworld m60_48_58_00,treasure
1049367000,m60_49_36_00,Overworld m60_49_36_00,treasure
1049367010,m60_49_36_00,Overworld m60_49_36_00,treasure
1049377010,m60_49_37_00,Overworld m60_49_37_00,treasure
1049377020,m60_49_37_00,Overworld m60_49_37_00,treasure
1049377050,m60_49_37_00,Overworld m60_49_37_00,treasure
1049377070,m60_49_37_00,Overworld m60_49_37_00,treasure
1049407000,m60_49_40_00,Overworld m60_49_40_00,treasure
1049407010,m60_49_40_00,Overworld m60_49_40_00,treasure
1049407020,m60_49_40_00,Overworld m60_49_40_00,treasure
1049407040,m60_49_40_00,Overworld m60_49_40_00,treasure
1049417040,m60_49_41_00,Overworld m60_49_41_00,treasure
1049417070,m60_49_41_00,Overworld m60_49_41_00,treasure
1049417080,m60_49_41_00,Overworld m60_49_41_00,treasure
1049417090,m60_49_41_00,Overworld m60_49_41_00,treasure
1049417100,m60_49_41_00,Overworld m60_49_41_00,treasure
1049527000,m60_49_52_00,Overworld m60_49_52_00,treasure
1049527800,m60_49_52_00,Overworld m60_49_52_00,treasure
1049537000,m60_49_53_00,Overworld m60_49_53_00,treasure
1049537010,m60_49_53_00,Overworld m60_49_53_00,treasure
1049537020,m60_49_53_00,Overworld m60_49_53_00,treasure
1049537030,m60_49_53_00,Overworld m60_49_53_00,treasure
1049537300,m60_49_53_00,Overworld m60_49_53_00,treasure
1049537900,m60_49_53_00,Overworld m60_49_53_00,treasure
1049547300,m60_49_54_00,Overworld m60_49_54_00,treasure
1049547310,m60_49_54_00,Overworld m60_49_54_00,treasure
1049547900,m60_12_13_02,Overworld m60_12_13_02,treasure
1050367000,m60_50_36_00,Overworld m60_50_36_00,treasure
1050367900,m60_50_36_00,Overworld m60_50_36_00,treasure
1050387000,m60_50_38_00,Overworld m60_50_38_00,treasure
1050387010,m60_50_38_00,Overworld m60_50_38_00,treasure
1050387020,m60_50_38_00,Overworld m60_50_38_00,treasure
1050397000,m60_50_39_00,Overworld m60_50_39_00,treasure
1050397010,m60_50_39_00,Overworld m60_50_39_00,treasure
1050397020,m60_50_39_00,Overworld m60_50_39_00,treasure
1050397030,m60_50_39_00,Overworld m60_50_39_00,treasure
1050397040,m60_50_39_00,Overworld m60_50_39_00,treasure
1050397050,m60_50_39_00,Overworld m60_50_39_00,treasure
1050397060,m60_50_39_00,Overworld m60_50_39_00,treasure
1050397070,m60_50_39_00,Overworld m60_50_39_00,treasure
1050397090,m60_50_39_00,Overworld m60_50_39_00,treasure
1050397100,m60_50_39_00,Overworld m60_50_39_00,treasure
1050397900,m60_50_39_00,Overworld m60_50_39_00,treasure
1050397910,m60_50_39_00,Overworld m60_50_39_00,treasure
1050537000,m60_50_53_00,Overworld m60_50_53_00,treasure
1050537300,m60_50_53_00,Overworld m60_50_53_00,treasure
1050547000,m60_50_54_00,Overworld m60_50_54_00,treasure
1050547800,m60_50_54_00,Overworld m60_50_54_00,treasure
1050547810,m60_50_54_00,Overworld m60_50_54_00,treasure
1050557300,m60_50_55_00,Overworld m60_50_55_00,treasure
1050557310,m60_50_55_00,Overworld m60_50_55_00,treasure
1050557320,m60_50_55_00,Overworld m60_50_55_00,treasure
1050557800,m60_50_55_00,Overworld m60_50_55_00,treasure
1050557900,m60_50_55_00,Overworld m60_50_55_00,treasure
1050567300,m60_50_56_00,Overworld m60_50_56_00,treasure
1050567500,m60_50_56_00,Overworld m60_50_56_00,treasure
1050567510,m60_50_56_00,Overworld m60_50_56_00,treasure
1050567520,m60_50_56_00,Overworld m60_50_56_00,treasure
1050567600,m60_50_56_00,Overworld m60_50_56_00,treasure
1050567620,m60_50_56_00,Overworld m60_50_56_00,treasure
1050567800,m60_50_56_00,Overworld m60_50_56_00,treasure
1050567820,m60_50_56_00,Overworld m60_50_56_00,treasure
1050577300,m60_50_57_00,Overworld m60_50_57_00,treasure
1050577800,m60_50_57_00,Overworld m60_50_57_00,treasure
1051357000,m60_51_35_00,Overworld m60_51_35_00,treasure
1051367000,m60_51_36_00,Overworld m60_51_36_00,treasure
1051367020,m60_51_36_00,Overworld m60_51_36_00,treasure
1051367030,m60_51_36_00,Overworld m60_51_36_00,treasure
1051367040,m60_51_36_00,Overworld m60_51_36_00,treasure
1051367050,m60_51_36_00,Overworld m60_51_36_00,treasure
1051367060,m60_51_36_00,Overworld m60_51_36_00,treasure
1051367080,m60_51_36_00,Overworld m60_51_36_00,treasure
1051367090,m60_51_36_00,Overworld m60_51_36_00,treasure
1051367100,m60_51_36_00,Overworld m60_51_36_00,treasure
1051367110,m60_51_36_00,Overworld m60_51_36_00,treasure
1051367130,m60_51_36_00,Overworld m60_51_36_00,treasure
1051367910,m60_51_36_00,Overworld m60_51_36_00,treasure
1051387000,m60_51_38_00,Overworld m60_51_38_00,treasure
1051387010,m60_51_38_00,Overworld m60_51_38_00,treasure
1051387020,m60_51_38_00,Overworld m60_51_38_00,treasure
1051397040,m60_51_39_00,Overworld m60_51_39_00,treasure
1051397050,m60_51_39_00,Overworld m60_51_39_00,treasure
1051397060,m60_51_39_00,Overworld m60_51_39_00,treasure
1051397900,m60_51_39_00,Overworld m60_51_39_00,treasure
1051407040,m60_51_40_00,Overworld m60_51_40_00,treasure
1051537000,m60_51_53_00,Overworld m60_51_53_00,treasure
1051537010,m60_51_53_00,Overworld m60_51_53_00,treasure
1051537300,m60_51_53_00,Overworld m60_51_53_00,treasure
1051537600,m60_51_53_00,Overworld m60_51_53_00,treasure
1051537800,m60_51_53_00,Overworld m60_51_53_00,treasure
1051537810,m60_51_53_00,Overworld m60_51_53_00,treasure
1051547000,m60_51_54_00,Overworld m60_51_54_00,treasure
1051547800,m60_51_54_00,Overworld m60_51_54_00,treasure
1051557300,m60_51_55_00,Overworld m60_51_55_00,treasure
1051557310,m60_51_55_00,Overworld m60_51_55_00,treasure
1051557320,m60_51_55_00,Overworld m60_51_55_00,treasure
1051557330,m60_51_55_00,Overworld m60_51_55_00,treasure
1051567020,m60_51_56_00,Overworld m60_51_56_00,treasure
1051567030,m60_51_56_00,Overworld m60_51_56_00,treasure
1051567300,m60_51_56_00,Overworld m60_51_56_00,treasure
1051567310,m60_51_56_00,Overworld m60_51_56_00,treasure
1051567320,m60_51_56_00,Overworld m60_51_56_00,treasure
1051567800,m60_51_56_00,Overworld m60_51_56_00,treasure
1051567810,m60_51_56_00,Overworld m60_51_56_00,treasure
1051567900,m60_51_56_00,Overworld m60_51_56_00,treasure
1051577000,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577010,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577020,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577030,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577040,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577050,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577060,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577070,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577080,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577090,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577100,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577110,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577120,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577130,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577140,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577150,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577160,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577170,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577180,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577190,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577200,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577210,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577220,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577230,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577300,m60_51_57_00,Overworld m60_51_57_00,treasure
1051577600,m60_51_57_00,Overworld m60_51_57_00,treasure
1051587800,m60_36_41_00,Overworld m60_36_41_00,emevd
1052417000,m60_52_41_00,Overworld m60_52_41_00,treasure
1052417010,m60_52_41_00,Overworld m60_52_41_00,treasure
1052417020,m60_52_41_00,Overworld m60_52_41_00,treasure
1052417030,m60_52_41_00,Overworld m60_52_41_00,treasure
1052437000,m60_52_43_00,Overworld m60_52_43_00,treasure
1052537000,m60_52_53_00,Overworld m60_52_53_00,treasure
1052537800,m60_52_53_00,Overworld m60_52_53_00,treasure
1052547000,m60_52_54_00,Overworld m60_52_54_00,treasure
1052547010,m60_52_54_00,Overworld m60_52_54_00,treasure
1052547020,m60_52_54_00,Overworld m60_52_54_00,treasure
1052547800,m60_52_54_00,Overworld m60_52_54_00,treasure
1052557000,m60_52_55_00,Overworld m60_52_55_00,treasure
1052557010,m60_52_55_00,Overworld m60_52_55_00,treasure
1052557020,m60_52_55_00,Overworld m60_52_55_00,treasure
1052557030,m60_52_55_00,Overworld m60_52_55_00,treasure
1052557300,m60_52_55_00,Overworld m60_52_55_00,treasure
1052557310,m60_52_55_00,Overworld m60_52_55_00,treasure
1052557800,m60_52_55_00,Overworld m60_52_55_00,treasure
1052557900,m60_52_55_00,Overworld m60_52_55_00,treasure
1052567300,m60_52_56_00,Overworld m60_52_56_00,treasure
1052567310,m60_52_56_00,Overworld m60_52_56_00,treasure
1053567300,m60_53_56_00,Overworld m60_53_56_00,treasure
1053567310,m60_53_56_00,Overworld m60_53_56_00,treasure
1053567800,m60_53_56_00,Overworld m60_53_56_00,treasure
1053567810,m60_53_56_00,Overworld m60_53_56_00,treasure
1053577300,m60_53_57_00,Overworld m60_53_57_00,treasure
1054557000,m60_54_55_00,Overworld m60_54_55_00,treasure
1054557310,m60_54_55_00,Overworld m60_54_55_00,treasure
1054557800,m60_54_55_00,Overworld m60_54_55_00,treasure
2044417000,m61_44_41_00,Overworld m61_44_41_00,treasure
2044457000,m61_44_45_00,Overworld m61_44_45_00,treasure
2044457010,m61_44_45_00,Overworld m61_44_45_00,treasure
2044457020,m61_44_45_00,Overworld m61_44_45_00,treasure
2044457900,m61_44_45_00,Overworld m61_44_45_00,treasure
2044467000,m61_44_46_00,Overworld m61_44_46_00,treasure
2044467010,m61_44_46_00,Overworld m61_44_46_00,treasure
2044467020,m61_44_46_00,Overworld m61_44_46_00,treasure
2044467030,m61_44_46_00,Overworld m61_44_46_00,treasure
2044467040,m61_44_46_00,Overworld m61_44_46_00,treasure
2044467050,m61_44_46_00,Overworld m61_44_46_00,treasure
2044467060,m61_44_46_00,Overworld m61_44_46_00,treasure
2044467070,m61_44_46_00,Overworld m61_44_46_00,treasure
2044467080,m61_44_46_00,Overworld m61_44_46_00,treasure
2044467110,m61_44_46_00,Overworld m61_44_46_00,treasure
2045417000,m61_45_41_00,Overworld m61_45_41_00,treasure
2045417010,m61_45_41_00,Overworld m61_45_41_00,treasure
2045417020,m61_45_41_00,Overworld m61_45_41_00,treasure
2045417030,m61_45_41_00,Overworld m61_45_41_00,treasure
2045417040,m61_45_41_00,Overworld m61_45_41_00,treasure
2045417050,m61_45_41_00,Overworld m61_45_41_00,treasure
2045417700,m61_45_41_00,Overworld m61_45_41_00,treasure
2045417710,m61_45_41_00,Overworld m61_45_41_00,treasure
2045417800,m61_45_41_00,Overworld m61_45_41_00,treasure
2045417900,m61_45_41_00,Overworld m61_45_41_00,treasure
2045467000,m61_45_46_10,Overworld m61_45_46_10,treasure
2045467020,m61_45_46_10,Overworld m61_45_46_10,treasure
2045467040,m61_45_46_10,Overworld m61_45_46_10,treasure
2045467050,m61_45_46_10,Overworld m61_45_46_10,treasure
2045467060,m61_45_46_10,Overworld m61_45_46_10,treasure
2045467070,m61_45_46_10,Overworld m61_45_46_10,treasure
2045467080,m61_45_46_10,Overworld m61_45_46_10,treasure
2045467090,m61_45_46_10,Overworld m61_45_46_10,treasure
2045467900,m61_45_46_10,Overworld m61_45_46_10,treasure
2045467910,m61_45_46_10,Overworld m61_45_46_10,treasure
2045477010,m61_45_47_00,Overworld m61_45_47_00,treasure
2045477020,m61_45_47_00,Overworld m61_45_47_00,treasure
2045477040,m61_45_47_00,Overworld m61_45_47_00,treasure
2045477050,m61_45_47_00,Overworld m61_45_47_00,treasure
2045477060,m61_45_47_00,Overworld m61_45_47_00,treasure
2045477070,m61_45_47_00,Overworld m61_45_47_00,treasure
2045477700,m40_00_00_00,DLC Dungeon,emevd
2045477710,m40_00_00_00,DLC Dungeon,emevd
2045477720,m40_00_00_00,DLC Dungeon,emevd
2045477730,m40_00_00_00,DLC Dungeon,emevd
2045477740,m40_00_00_00,DLC Dungeon,emevd
2045477750,m40_00_00_00,DLC Dungeon,emevd
2045477760,m40_00_00_00,DLC Dungeon,emevd
2045477770,m40_00_00_00,DLC Dungeon,emevd
2045477780,m40_00_00_00,DLC Dungeon,emevd
2045477790,m40_00_00_00,DLC Dungeon,emevd
2045477800,m40_00_00_00,DLC Dungeon,emevd
2045477900,m40_00_00_00,DLC Dungeon,emevd
2045487000,m61_45_48_00,Overworld m61_45_48_00,treasure
2046387000,m61_46_38_00,Overworld m61_46_38_00,treasure
2046387010,m61_46_38_00,Overworld m61_46_38_00,treasure
2046387020,m61_46_38_00,Overworld m61_46_38_00,treasure
2046387030,m61_46_38_00,Overworld m61_46_38_00,treasure
2046387040,m61_46_38_00,Overworld m61_46_38_00,treasure
2046387050,m61_46_38_00,Overworld m61_46_38_00,treasure
2046387070,m61_46_38_00,Overworld m61_46_38_00,treasure
2046457000,m61_46_45_00,Overworld m61_46_45_00,treasure
2046457020,m61_46_45_00,Overworld m61_46_45_00,treasure
2046457030,m61_46_45_00,Overworld m61_46_45_00,treasure
2046457040,m61_46_45_00,Overworld m61_46_45_00,treasure
2046457050,m61_46_45_00,Overworld m61_46_45_00,treasure
2046457060,m61_46_45_00,Overworld m61_46_45_00,treasure
2046457070,m61_46_45_00,Overworld m61_46_45_00,treasure
2046457720,m61_46_45_00,Overworld m61_46_45_00,treasure
2046457910,m61_46_45_00,Overworld m61_46_45_00,treasure
2046457920,m61_46_45_00,Overworld m61_46_45_00,treasure
2046477000,m61_46_47_00,Overworld m61_46_47_00,treasure
2046477010,m61_46_47_00,Overworld m61_46_47_00,treasure
2046477020,m61_46_47_00,Overworld m61_46_47_00,treasure
2046477030,m61_46_47_00,Overworld m61_46_47_00,treasure
2046477060,m61_46_47_00,Overworld m61_46_47_00,treasure
2046477070,m61_46_47_00,Overworld m61_46_47_00,treasure
2046477090,m61_46_47_00,Overworld m61_46_47_00,treasure
2046477100,m61_46_47_00,Overworld m61_46_47_00,treasure
2046477120,m61_46_47_00,Overworld m61_46_47_00,treasure
2046477130,m61_46_47_00,Overworld m61_46_47_00,treasure
2046477140,m61_46_47_00,Overworld m61_46_47_00,treasure
2046477150,m61_46_47_00,Overworld m61_46_47_00,treasure
2046477160,m61_46_47_00,Overworld m61_46_47_00,treasure
2046477720,m61_46_47_00,Overworld m61_46_47_00,treasure
2046477750,m61_46_47_00,Overworld m61_46_47_00,treasure
2046487000,m61_46_48_00,Overworld m61_46_48_00,treasure
2046487010,m61_46_48_00,Overworld m61_46_48_00,treasure
2047357000,m61_47_35_00,Overworld m61_47_35_00,treasure
2047367000,m61_47_36_00,Overworld m61_47_36_00,treasure
2047367010,m61_47_36_00,Overworld m61_47_36_00,treasure
2047397000,m61_47_39_00,Overworld m61_47_39_00,treasure
2047397040,m61_47_39_00,Overworld m61_47_39_00,treasure
2047397050,m61_47_39_00,Overworld m61_47_39_00,treasure
2047397080,m61_47_39_00,Overworld m61_47_39_00,treasure
2047397090,m61_47_39_00,Overworld m61_47_39_00,treasure
2047437000,m61_47_43_00,Overworld m61_47_43_00,treasure
2047437010,m61_47_43_00,Overworld m61_47_43_00,treasure
2047437020,m61_47_43_00,Overworld m61_47_43_00,treasure
2047437030,m61_47_43_00,Overworld m61_47_43_00,treasure
2047437040,m61_47_43_00,Overworld m61_47_43_00,treasure
2047437050,m61_47_43_00,Overworld m61_47_43_00,treasure
2047437700,m61_47_43_00,Overworld m61_47_43_00,treasure
2047477000,m61_46_47_00,Overworld m61_46_47_00,treasure
2048377010,m61_48_37_00,Overworld m61_48_37_00,treasure
2048377020,m61_48_37_00,Overworld m61_48_37_00,treasure
2048377030,m61_48_37_00,Overworld m61_48_37_00,treasure
2048377050,m61_48_37_00,Overworld m61_48_37_00,treasure
2048387000,m61_48_38_00,Overworld m61_48_38_00,treasure
2048387010,m61_48_38_00,Overworld m61_48_38_00,treasure
2048387030,m61_48_38_00,Overworld m61_48_38_00,treasure
2048397000,m61_48_39_00,Overworld m61_48_39_00,treasure
2048397010,m61_48_39_00,Overworld m61_48_39_00,treasure
2048397020,m61_48_39_00,Overworld m61_48_39_00,treasure
2048397030,m61_48_39_00,Overworld m61_48_39_00,treasure
2048397040,m61_48_39_00,Overworld m61_48_39_00,treasure
2048397050,m61_48_39_00,Overworld m61_48_39_00,treasure
2048407000,m61_48_40_00,Overworld m61_48_40_00,treasure
2048407010,m61_48_40_00,Overworld m61_48_40_00,treasure
2048407020,m61_48_40_00,Overworld m61_48_40_00,treasure
2048417000,m61_48_41_00,Overworld m61_48_41_00,treasure
2048417010,m61_48_41_00,Overworld m61_48_41_00,treasure
2048417030,m61_48_41_00,Overworld m61_48_41_00,treasure
2048417700,m61_48_41_00,Overworld m61_48_41_00,treasure
2048417800,m61_48_41_00,Overworld m61_48_41_00,treasure
2048437000,m61_48_43_00,Overworld m61_48_43_00,treasure
2048437010,m61_48_43_00,Overworld m61_48_43_00,treasure
2048437020,m61_48_43_00,Overworld m61_48_43_00,treasure
2048437030,m61_48_43_00,Overworld m61_48_43_00,treasure
2048437700,m61_48_43_00,Overworld m61_48_43_00,treasure
2048447000,m61_48_44_00,Overworld m61_48_44_00,treasure
2048447010,m61_48_44_00,Overworld m61_48_44_00,treasure
2048447020,m61_48_44_00,Overworld m61_48_44_00,treasure
2048447030,m61_48_44_00,Overworld m61_48_44_00,treasure
2048447040,m61_48_44_00,Overworld m61_48_44_00,treasure
2048447050,m61_48_44_00,Overworld m61_48_44_00,treasure
2048447060,m61_48_44_00,Overworld m61_48_44_00,treasure
2048447070,m61_48_44_00,Overworld m61_48_44_00,treasure
2048447080,m61_48_44_00,Overworld m61_48_44_00,treasure
2048447500,m61_48_44_00,Overworld m61_48_44_00,treasure
2048447800,m61_48_44_00,Overworld m61_48_44_00,treasure
2048447810,m61_48_44_00,Overworld m61_48_44_00,treasure
2048457000,m61_48_45_00,Overworld m61_48_45_00,treasure
2048457510,m61_48_45_00,Overworld m61_48_45_00,treasure
2048457520,m61_48_45_00,Overworld m61_48_45_00,treasure
2048467010,m61_48_46_00,Overworld m61_48_46_00,treasure
2048467030,m61_48_46_00,Overworld m61_48_46_00,treasure
2048467040,m61_48_46_00,Overworld m61_48_46_00,treasure
2048467050,m61_48_46_00,Overworld m61_48_46_00,treasure
2048467060,m61_48_46_00,Overworld m61_48_46_00,treasure
2048467090,m61_48_46_00,Overworld m61_48_46_00,treasure
2048467500,m61_48_46_00,Overworld m61_48_46_00,treasure
2048467510,m61_48_46_00,Overworld m61_48_46_00,treasure
2049377000,m61_49_37_00,Overworld m61_49_37_00,treasure
2049387000,m61_49_38_00,Overworld m61_49_38_00,treasure
2049387010,m61_49_38_00,Overworld m61_49_38_00,treasure
2049387020,m61_49_38_00,Overworld m61_49_38_00,treasure
2049387030,m61_49_38_00,Overworld m61_49_38_00,treasure
2049387060,m61_49_38_00,Overworld m61_49_38_00,treasure
2049437000,m61_49_43_00,Overworld m61_49_43_00,treasure
2049437200,m61_49_43_00,Overworld m61_49_43_00,treasure
2049437210,m61_49_43_00,Overworld m61_49_43_00,treasure
2049437220,m61_49_43_00,Overworld m61_49_43_00,treasure
2049437230,m61_49_43_00,Overworld m61_49_43_00,treasure
2049437240,m61_49_43_00,Overworld m61_49_43_00,treasure
2049437250,m61_49_43_00,Overworld m61_49_43_00,treasure
2049437260,m61_49_43_00,Overworld m61_49_43_00,treasure
