flag,flag_source,item_name,region,method,confidence
530865,map_lot,Moonrithyll's Knight Sword,Global / Common-event (unplaced),global,low
530900,map_lot,Red Bear's Claw,Global / Common-event (unplaced),global,low
530905,map_lot,[Incantation] Roar of Rugalea,Global / Common-event (unplaced),global,low
530930,map_lot,Pelt of Ralva,Global / Common-event (unplaced),global,low
530935,map_lot,Blessing of Marika,Global / Common-event (unplaced),global,low
530940,map_lot,[Incantation] Divine Beast Tornado,Global / Common-event (unplaced),global,low
530945,map_lot,Dragon Heart,Global / Common-event (unplaced),global,low
530950,map_lot,Blessing of Marika,Global / Common-event (unplaced),global,low
530955,map_lot,Black Steel Greatshield,Global / Common-event (unplaced),global,low
530960,map_lot,[Sorcery] Gravitational Missile,Global / Common-event (unplaced),global,low
530965,map_lot,Ash of War: Aspects of the Crucible: Wings,Global / Common-event (unplaced),global,low
530995,map_lot,Rimed Rowa,Global / Common-event (unplaced),global,low
540404,map_lot,Ash of War: Sacred Ring of Light,Global / Common-event (unplaced),global,low
540408,map_lot,Ash of War: Flaming Strike,Global / Common-event (unplaced),global,low
540414,map_lot,Ash of War: Cragblade,Global / Common-event (unplaced),global,low
540416,map_lot,[Incantation] Poison Armament,Global / Common-event (unplaced),global,low
540418,map_lot,Ash of War: Double Slash,Global / Common-event (unplaced),global,low
540420,map_lot,[Incantation] Bestial Constitution,Global / Common-event (unplaced),global,low
540424,map_lot,Somber Smithing Stone [4],Global / Common-event (unplaced),global,low
540426,map_lot,Somber Smithing Stone [8],Global / Common-event (unplaced),global,low
540428,map_lot,Somber Smithing Stone [9],Global / Common-event (unplaced),global,low
540500,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
540502,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
540504,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
540506,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
540508,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
540510,map_lot,Ash of War: Seppuku,Global / Common-event (unplaced),global,low
540512,map_lot,Ash of War: Troll's Roar,Global / Common-event (unplaced),global,low
540514,map_lot,"[Incantation] Flame, Protect Me",Global / Common-event (unplaced),global,low
540516,map_lot,Ash of War: Prelate's Charge,Global / Common-event (unplaced),global,low
540520,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
540522,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
540524,map_lot,Ash of War: White Shadow's Lure,Global / Common-event (unplaced),global,low
540526,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
540528,map_lot,Smithing Stone [1],Global / Common-event (unplaced),global,low
540570,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540572,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540574,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540576,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540612,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540614,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540616,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540618,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540632,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540634,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540636,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540638,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540640,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540644,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540650,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540662,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540664,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540666,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
540900,map_lot,Ash of War: Carian Sovereignty,Global / Common-event (unplaced),global,low
540902,map_lot,Ash of War: Piercing Throw,Global / Common-event (unplaced),global,low
540904,map_lot,Ash of War: Rolling Sparks,Global / Common-event (unplaced),global,low
540906,map_lot,Ash of War: Raging Beast,Global / Common-event (unplaced),global,low
540910,map_lot,Ash of War: Scattershot Throw,Global / Common-event (unplaced),global,low
540912,map_lot,Somber Smithing Stone [9],Global / Common-event (unplaced),global,low
540914,map_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
540916,map_lot,Ash of War: The Poison Flower Blooms Twice,Global / Common-event (unplaced),global,low
540920,map_lot,Somber Smithing Stone [8],Global / Common-event (unplaced),global,low
540922,map_lot,Somber Smithing Stone [8],Global / Common-event (unplaced),global,low
540998,map_lot,Rimed Rowa,Global / Common-event (unplaced),global,low
550000,map_lot,About Sites of Grace,Global / Common-event (unplaced),global,low
550010,map_lot,About Sorceries and Incantations,Global / Common-event (unplaced),global,low
550020,map_lot,About Bows,Global / Common-event (unplaced),global,low
550030,map_lot,About Crouching,Global / Common-event (unplaced),global,low
550040,map_lot,About Stance-Breaking,Global / Common-event (unplaced),global,low
550060,map_lot,About Guard Counters,Global / Common-event (unplaced),global,low
550070,map_lot,About the Map,Global / Common-event (unplaced),global,low
550080,map_lot,About Guidance of Grace,Global / Common-event (unplaced),global,low
550090,map_lot,About Horseback Riding,Global / Common-event (unplaced),global,low
550100,map_lot,About Death,Global / Common-event (unplaced),global,low
550110,map_lot,About Summoning Spirits,Global / Common-event (unplaced),global,low
550120,map_lot,About Guarding,Global / Common-event (unplaced),global,low
550130,map_lot,About Item Crafting,Global / Common-event (unplaced),global,low
550140,map_lot,,Global / Common-event (unplaced),global,low
550150,map_lot,About Flask of Wondrous Physick,Global / Common-event (unplaced),global,low
550160,map_lot,About Adding Skills,Global / Common-event (unplaced),global,low
550170,map_lot,About Birdseye Telescopes,Global / Common-event (unplaced),global,low
550180,map_lot,About Spiritspring Jumping,Global / Common-event (unplaced),global,low
550190,map_lot,About Vanquishing Enemy Groups,Global / Common-event (unplaced),global,low
550200,map_lot,About Teardrop Scarabs,Global / Common-event (unplaced),global,low
550210,map_lot,About Summoning Other Players,Global / Common-event (unplaced),global,low
550220,map_lot,About Cooperative Multiplayer,Global / Common-event (unplaced),global,low
550230,map_lot,About Competitive Multiplayer,Global / Common-event (unplaced),global,low
550240,map_lot,About Invasion Multiplayer,Global / Common-event (unplaced),global,low
550250,map_lot,About Hunter Multiplayer,Global / Common-event (unplaced),global,low
550260,map_lot,About Summoning Pools,Global / Common-event (unplaced),global,low
550270,map_lot,About Monument Icon,Global / Common-event (unplaced),global,low
550280,map_lot,About Requesting Help from Hunters,Global / Common-event (unplaced),global,low
550290,map_lot,About Skills,Global / Common-event (unplaced),global,low
580030,map_lot,"""Sorcerer"" Painting",Global / Common-event (unplaced),global,low
580060,map_lot,"""Redmane"" Painting",Global / Common-event (unplaced),global,low
580100,map_lot,"""Incursion"" Painting",Global / Common-event (unplaced),global,low
580110,map_lot,"""The Sacred Tower"" Painting",Global / Common-event (unplaced),global,low
580400,map_lot,Serpent Crest Shield,Global / Common-event (unplaced),global,low
590220,map_lot,,Global / Common-event (unplaced),global,low
10007082,enemy_lot,Living Jar Shard,Global / Common-event (unplaced),global,low
10017010,map_lot,The Stormhawk King,Global / Common-event (unplaced),global,low
11007010,map_lot,Furlcalling Finger Remedy,Global / Common-event (unplaced),global,low
11007015,map_lot,Erdtree Bow,Global / Common-event (unplaced),global,low
11007020,map_lot,Hefty Beast Bone,Global / Common-event (unplaced),global,low
11007025,map_lot,Celestial Dew,Global / Common-event (unplaced),global,low
11007030,map_lot,Smithing Stone [4],Global / Common-event (unplaced),global,low
11007035,map_lot,Deathbed Dress,Global / Common-event (unplaced),global,low
11007045,map_lot,Lionel's Helm,Global / Common-event (unplaced),global,low
11007050,map_lot,Cave Moss,Global / Common-event (unplaced),global,low
11007055,map_lot,Hammer,Global / Common-event (unplaced),global,low
11007060,map_lot,Preserving Boluses,Global / Common-event (unplaced),global,low
11007065,map_lot,Rune Arc,Global / Common-event (unplaced),global,low
11007070,map_lot,String,Global / Common-event (unplaced),global,low
11007075,map_lot,Hero's Rune [1],Global / Common-event (unplaced),global,low
11007080,map_lot,Upper-Class Robe,Global / Common-event (unplaced),global,low
11007085,map_lot,Golden Rune [12],Global / Common-event (unplaced),global,low
11007090,map_lot,Miranda Powder,Global / Common-event (unplaced),global,low
11007095,map_lot,Guilty Hood,Global / Common-event (unplaced),global,low
11007100,map_lot,Smithing Stone [6],Global / Common-event (unplaced),global,low
11007105,map_lot,Stormhawk Axe,Global / Common-event (unplaced),global,low
11007110,map_lot,Warming Stone,Global / Common-event (unplaced),global,low
11007115,map_lot,Cane Sword,Global / Common-event (unplaced),global,low
11007120,map_lot,Golden Rune [10],Global / Common-event (unplaced),global,low
11007125,map_lot,Black-Key Bolt,Global / Common-event (unplaced),global,low
11007135,map_lot,Gravel Stone,Global / Common-event (unplaced),global,low
11007140,map_lot,Fan Daggers,Global / Common-event (unplaced),global,low
11007145,map_lot,Somber Smithing Stone [6],Global / Common-event (unplaced),global,low
11007150,map_lot,Gold Firefly,Global / Common-event (unplaced),global,low
11007155,map_lot,Hero's Rune [5],Global / Common-event (unplaced),global,low
11007160,map_lot,Holy Grease,Global / Common-event (unplaced),global,low
11007165,map_lot,Golden Rune [11],Global / Common-event (unplaced),global,low
11007170,map_lot,Golden Rune [8],Global / Common-event (unplaced),global,low
11007175,map_lot,Hero's Rune [2],Global / Common-event (unplaced),global,low
11007180,map_lot,Old Fang,Global / Common-event (unplaced),global,low
11007190,map_lot,Smithing Stone [4],Global / Common-event (unplaced),global,low
11007215,map_lot,Golden Rune [10],Global / Common-event (unplaced),global,low
11007230,map_lot,Lordsworn's Bolt,Global / Common-event (unplaced),global,low
11007235,map_lot,Lightningproof Dried Liver,Global / Common-event (unplaced),global,low
11007245,map_lot,Golden Rune [11],Global / Common-event (unplaced),global,low
11007260,map_lot,Golden Rune [10],Global / Common-event (unplaced),global,low
11007290,map_lot,Smithing Stone [6],Global / Common-event (unplaced),global,low
11007310,map_lot,Arteria Leaf,Global / Common-event (unplaced),global,low
11007330,map_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
11007340,map_lot,Seedbed Curse,Global / Common-event (unplaced),global,low
11007370,map_lot,Smithing Stone [5],Global / Common-event (unplaced),global,low
11007380,map_lot,Stonesword Key,Global / Common-event (unplaced),global,low
11007460,map_lot,Lightningproof Dried Liver,Global / Common-event (unplaced),global,low
11007490,map_lot,Stonesword Key,Global / Common-event (unplaced),global,low
11007550,map_lot,Golden Rune [8],Global / Common-event (unplaced),global,low
11007570,map_lot,Lost Ashes of War,Global / Common-event (unplaced),global,low
11007660,map_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
11007680,map_lot,Dragonwound Grease,Global / Common-event (unplaced),global,low
11007690,map_lot,Two Fingers' Prayerbook,Global / Common-event (unplaced),global,low
11007700,map_lot,Smithing Stone [5],Global / Common-event (unplaced),global,low
11007770,map_lot,Old Fang,Global / Common-event (unplaced),global,low
11007780,map_lot,Smithing Stone [6],Global / Common-event (unplaced),global,low
11007790,map_lot,Nascent Butterfly,Global / Common-event (unplaced),global,low
11007810,map_lot,Fan Daggers,Global / Common-event (unplaced),global,low
11007820,map_lot,Smithing Stone [6],Global / Common-event (unplaced),global,low
11007830,map_lot,Golden Rune [9],Global / Common-event (unplaced),global,low
11007840,map_lot,Gravel Stone,Global / Common-event (unplaced),global,low
11007860,map_lot,Smithing Stone [5],Global / Common-event (unplaced),global,low
11007870,map_lot,Furlcalling Finger Remedy,Global / Common-event (unplaced),global,low
11007880,map_lot,Star Fist,Global / Common-event (unplaced),global,low
11007890,map_lot,Holy Grease,Global / Common-event (unplaced),global,low
11007900,map_lot,Smithing Stone [6],Global / Common-event (unplaced),global,low
11007910,map_lot,Golden Order Principia,Global / Common-event (unplaced),global,low
11007920,map_lot,Somber Smithing Stone [5],Global / Common-event (unplaced),global,low
11007930,map_lot,Holy Grease,Global / Common-event (unplaced),global,low
11007940,map_lot,Holy Grease,Global / Common-event (unplaced),global,low
11007960,map_lot,Erdtree Seal,Global / Common-event (unplaced),global,low
11007970,map_lot,Coded Sword,Global / Common-event (unplaced),global,low
11007980,map_lot,Stonesword Key,Global / Common-event (unplaced),global,low
11007983,enemy_lot,Somber Smithing Stone [4],Global / Common-event (unplaced),global,low
11007989,enemy_lot,Gravel Stone Seal,Global / Common-event (unplaced),global,low
11007990,map_lot,Golden Seed,Global / Common-event (unplaced),global,low
11007994,map_lot,Blessed Dew Talisman,Global / Common-event (unplaced),global,low
11007995,map_lot,Somber Smithing Stone [7],Global / Common-event (unplaced),global,low
11007996,map_lot,Ritual Shield Talisman,Global / Common-event (unplaced),global,low
11007997,map_lot,Bolt of Gransax,Global / Common-event (unplaced),global,low
11057030,map_lot,Rune Arc,Global / Common-event (unplaced),global,low
11057040,map_lot,Golden Sunflower,Global / Common-event (unplaced),global,low
11057050,map_lot,Hero's Rune [4],Global / Common-event (unplaced),global,low
11057100,map_lot,Erdtree's Favor +2,Global / Common-event (unplaced),global,low
11107700,map_lot,Assassin's Prayerbook,Global / Common-event (unplaced),global,low
12017965,enemy_lot,Larval Tear,Global / Common-event (unplaced),global,low
12017975,enemy_lot,Larval Tear,Global / Common-event (unplaced),global,low
12017985,enemy_lot,Larval Tear,Global / Common-event (unplaced),global,low
12017992,enemy_lot,Immunizing Horn Charm +1,Global / Common-event (unplaced),global,low
12027840,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
12027985,enemy_lot,Larval Tear,Global / Common-event (unplaced),global,low
12027995,enemy_lot,Shining Horned Headband,Global / Common-event (unplaced),global,low
12037560,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
12037570,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
12037580,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
12037590,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
12037900,map_lot,Lightning Bastard Sword,Global / Common-event (unplaced),global,low
12037910,map_lot,Golden Rune [1],Global / Common-event (unplaced),global,low
